,Song_Name,Genre,Subgenre,Subgenre_2,Release_Date,Song_Decade,Streams,Week_Of_Highest_Charting,Month_Highest_Charting,Season_Highest_Charting,Year_Highest_Charting,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(Ms),Valence,Chord,Artist,Artist_Followers,Gender,Artist_Generation,Type,Country,Event_Name,url,Event_Country,Event_City,Event_Longitude,Event_Latitude
957,Hardest To Love,r&b,canadian contemporary r&b,canadian pop,2020-03-20,2020s,"4,553,544",2020-03-20,March,Spring,2020,67.0,0.467,0.608,-7.847,0.0707,0.0909,0.125,80.957,211400.0,0.108,A#/Bb,The Weeknd,35340069,male,Millennial,person,CA,The Weeknd Grada,https://www.ticketmaster.com.mx/the-weeknd-grada-mexico-29-09-2023/event/14005D6EA9652FE7,Mexico,México,-99.095618,19.405199
958,Parasite Eve,other,metalcore,metalcore,2020-06-25,2020s,"4,545,883",2020-06-26,June,Summer,2020,67.0,0.589,0.797,-5.464,0.15,0.0289,0.383,102.489,291813.0,0.232,A,Bring Me The Horizon,3912138,mixed,Generation Z,group,GB,Bring Me The Horizon,https://www.ticketmaster.nl/event/bring-me-the-horizon-tickets/274839?language=en-us,Netherlands,Amsterdam,4.93636,52.31778
959,Sucker,dance pop,dance pop,dance pop,2019-06-07,2010s,"4,543,863",2020-01-03,January,Winter,2020,81.0,0.842,0.734,-5.065,0.0588,0.0427,0.106,137.958,181027.0,0.952,C#/Db,Jonas Brothers,5436999,mixed,Generation Z,group,US,Jonas Brothers - Live in Vegas,https://www.ticketmaster.com/jonas-brothers-live-in-vegas-las-vegas-nevada-02-17-2023/event/2E005D89EBF80D1C,United States Of America,Las Vegas,-115.175233,36.105126
960,Fantasía,latin,latin,puerto rican pop,2019-11-29,2010s,"4,543,012",2019-12-27,December,Winter,2019,59.0,0.695,0.719,-5.938,0.0903,0.227,0.0884,180.074,175187.0,0.781,D,Ozuna,29238936,male,Millennial,person,PR,Ozuna,https://www.ticketmaster.com/ozuna-seattle-washington-09-21-2024/event/0F005C9391EE550B,United States Of America,Seattle,-122.35401604,47.6221261
961,Tequila Shots,hip hop,hip hop,ohio hip hop,2020-12-11,2020s,"4,540,781",2020-12-11,December,Winter,2020,74.0,0.712,0.556,-7.214,0.0531,0.084,0.527,90.494,193293.0,0.22,F,Kid Cudi,5002317,male,Millennial,person,US,No events,-,-,-,-,-
962,BUTTERFLY EFFECT,rap,rap,slap house,2018-08-03,2010s,"4,537,762",2020-04-24,April,Spring,2020,79.0,0.763,0.628,-5.85,0.05,0.0531,0.114,140.958,190557.0,0.193,B,Travis Scott,17732077,male,Millennial,person,US,Rolling Loud Rotterdam 2023 - Weekend,https://www.ticketmaster.nl/event/rolling-loud-rotterdam-2023-weekend-tickets/287777?language=en-us,Netherlands,Rotterdam,4.48817,51.88314
963,Something Special,drill,brooklyn drill,-,2020-07-03,2020s,"4,535,580",2020-07-03,July,Summer,2020,72.0,0.739,0.616,-6.963,0.0338,0.252,0.101,91.071,158466.0,0.654,G,Pop Smoke,6852509,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
964,To Die For,dance pop,dance pop,pop,2020-02-14,2020s,"4,527,835",2020-02-14,February,Winter,2020,70.0,0.483,0.361,-7.889,0.0738,0.832,0.098,171.649,193795.0,0.307,C,Sam Smith,17097317,male,Millennial,person,GB,Sam Smith,https://www.axs.com/events/461439/sam-smith-gloria-the-tour-tickets?skin=gassouthdistrict,United States Of America,Duluth,-84.0907288,33.9869191
965,Goodbyes (feat. Young Thug),rap,dfw rap,melodic rap,2019-09-06,2010s,"4,527,742",2020-06-05,June,Summer,2020,78.0,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,174853.0,0.163,F,Post Malone,33663701,male,Millennial,person,US,RED HOT CHILI PEPPERS WITH POST MALONE,https://www.ticketmaster.co.nz/red-hot-chili-peppers-with-post-auckland-21-01-2023/event/24005CD0A9B841D5,New Zealand,Auckland,174.8134003,-36.9199905
966,Who's Laughing Now,dance pop,dance pop,pop,2020-09-18,2020s,"4,526,982",2020-09-18,September,Autumn,2020,73.0,0.648,0.641,-5.521,0.0389,0.00565,0.109,184.021,180348.0,0.505,G,Ava Max,3916979,female,Millennial,person,US,No events,-,-,-,-,-
967,Soliá,latin,latin,reggaeton,2020-02-29,2020s,"4,516,243",2020-02-28,February,Winter,2020,72.0,0.71,0.81,-5.507,0.0854,0.117,0.154,92.041,159282.0,0.184,D,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
968,Bandit (with YoungBoy Never Broke Again),rap,chicago rap,melodic rap,2019-10-04,2010s,"4,514,763",2020-01-03,January,Winter,2020,81.0,0.474,0.631,-5.884,0.343,0.0687,0.132,180.051,189323.0,0.425,F,Juice WRLD,19102888,male,Generation Z,person,US,No events,-,-,-,-,-
969,Shotta Flow 5,hip hop,memphis hip hop,-,2020-06-12,2020s,"4,513,982",2020-06-12,June,Summer,2020,62.0,0.806,0.749,-5.268,0.328,0.0838,0.0621,140.032,145167.0,0.77,C#/Db,NLE Choppa,3372385,male,Generation Z,person,US,No events,-,-,-,-,-
970,Savage,rap,houston rap,pop,2020-03-06,2020s,"4,510,218",2020-04-17,April,Spring,2020,75.0,0.843,0.741,-5.609,0.334,0.0252,0.096,168.983,155497.0,0.68,B,Megan Thee Stallion,4794212,female,Millennial,person,US,No events,-,-,-,-,-
971,I CAN'T STOP ME,pop,k-pop,k-pop girl group,2020-10-26,2020s,"4,504,304",2020-10-30,October,Autumn,2020,76.0,0.657,0.88,-3.672,0.102,0.121,0.463,150.084,205493.0,0.769,A#/Bb,TWICE,9998991,mixed,Generation Z,group,KR,No events,-,-,-,-,-
972,Sweet but Psycho,dance pop,dance pop,pop,2020-09-18,2020s,"4,502,853",2019-12-27,December,Winter,2019,81.0,0.72,0.706,-4.719,0.0473,0.0684,0.166,133.002,187436.0,0.62,C#/Db,Ava Max,3916979,female,Millennial,person,US,No events,-,-,-,-,-
973,STARGAZING,rap,rap,slap house,2018-08-03,2010s,"4,499,820",2020-04-24,April,Spring,2020,76.0,0.487,0.789,-3.69,0.044,0.00947,0.189,150.007,270715.0,0.0564,G#/Ab,Travis Scott,17732077,male,Millennial,person,US,Rolling Loud Rotterdam 2023 - Weekend,https://www.ticketmaster.nl/event/rolling-loud-rotterdam-2023-weekend-tickets/287777?language=en-us,Netherlands,Rotterdam,4.48817,51.88314
974,BOP,hip hop,north carolina hip hop,rap,2019-09-27,2010s,"4,496,450",2020-01-10,January,Winter,2020,80.0,0.769,0.787,-3.909,0.367,0.189,0.129,126.77,159715.0,0.836,B,DaBaby,7601122,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
975,Vete,latin,latin,reggaeton,2019-11-21,2010s,"4,486,408",2020-02-28,February,Winter,2020,78.0,0.886,0.672,-4.394,0.188,0.0363,0.101,91.976,192024.0,0.526,C#/Db,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
976,ocean eyes,other,[],-,2021-08-13,2020s,"4,476,954",2020-02-14,February,Winter,2020,1.0,0.358,0.372,-7.664,0.0464,0.81,0.0877,144.833,200387.0,0.16,E,Billie Eilish,1251372,female,Generation Z,person,US,Billie Eilish Estacionamiento,https://www.ticketmaster.com.mx/billie-eilish-estacionamiento-mexico-29-03-2023/event/14005D548BCB0A5B,Mexico,México,-99.095618,19.405199
977,IDK You Yet,pop,indie cafe pop,indie cafe pop,2020-06-23,2020s,"4,473,413",2020-06-05,June,Summer,2020,79.0,0.648,0.308,-11.729,0.04,0.886,0.124,76.997,184638.0,0.198,C#/Db,Alexander 23,207170,male,Millennial,person,US,girl in red,https://www.ticketmaster.co.uk/girl-in-red-london-03-04-2023/event/1F005CB3D7C74D55,Great Britain,London,-0.115176,51.465355
978,Hallucinate,dance pop,dance pop,pop,2020-03-27,2020s,"4,472,669",2020-03-27,March,Spring,2020,72.0,0.627,0.69,-5.396,0.139,0.033,0.0742,122.053,208505.0,0.627,A#/Bb,Dua Lipa,27167675,female,Generation Z,person,GB,No events,-,-,-,-,-
979,Thunder,rock,modern rock,pop,2017-06-23,2010s,"4,468,668",2019-12-27,December,Winter,2019,83.0,0.605,0.822,-4.833,0.0438,0.00671,0.147,167.997,187147.0,0.288,C,Imagine Dragons,35299488,mixed,Generation Z,group,US,Imagine Dragons,https://www.ticketmaster.com/imagine-dragons-milwaukee-wisconsin-07-08-2023/event/07005D689BED1C00,United States Of America,Milwaukee,-87.897661,43.027552
980,BRABA,other,[],-,2021-08-11,2020s,"4,452,819",2020-04-03,April,Spring,2020,0.0,0.812,0.689,-5.113,0.0619,0.181,0.0784,144.011,129782.0,0.663,C,Luísa Sonza,1251372,female,Generation Z,person,BR,No events,-,-,-,-,-
981,Lovefool,edm,edm,pop dance,2020-05-08,2020s,"4,439,790",2020-08-14,August,Summer,2020,79.0,0.677,0.766,-6.896,0.0568,0.0219,0.129,123.062,190488.0,0.198,F#/Gb,twocolors,36369,mixed,Generation Z,group,DE,No events,-,-,-,-,-
982,Ballin' (with Roddy Ricch),rap,cali rap,hip hop,2019-06-28,2010s,"4,436,934",2020-01-31,January,Winter,2020,80.0,0.809,0.545,-6.678,0.0735,0.392,0.151,97.008,180435.0,0.244,G,Mustard,881797,male,Millennial,person,US,Colonel Mustard & the Dijon 5 (Matinee Family Show),https://www.ticketweb.uk/event/colonel-mustard-the-dijon-oran-mor-tickets/12663635?REFERRAL_ID=tmfeed,Great Britain,Glasgow,-4.289157,55.87738
983,ANGELS & DEMONS,other,[],-,2021-07-02,2020s,"4,435,538",2020-05-22,May,Spring,2020,72.0,0.554,0.8,-3.936,0.0395,0.119,0.629,115.056,160120.0,0.463,G#/Ab,jxdn,799682,male,Generation Z,person,US,jxdn,https://concerts.livenation.com/jxdn-sacramento-california-02-24-2023/event/1C005D8D0D4370D7,United States Of America,Sacramento,-121.49087928,38.569993
984,Better Now,rap,dfw rap,melodic rap,2018-04-27,2010s,"4,431,571",2019-12-27,December,Winter,2019,81.0,0.68,0.578,-5.804,0.04,0.331,0.135,145.038,231267.0,0.341,A#/Bb,Post Malone,33663701,male,Millennial,person,US,RED HOT CHILI PEPPERS WITH POST MALONE,https://www.ticketmaster.co.nz/red-hot-chili-peppers-with-post-auckland-21-01-2023/event/24005CD0A9B841D5,New Zealand,Auckland,174.8134003,-36.9199905
985,I Like Me Better,dance pop,dance pop,electropop,2018-05-31,2010s,"4,430,642",2020-01-03,January,Winter,2020,82.0,0.752,0.505,-7.621,0.253,0.535,0.104,91.97,197437.0,0.419,A,Lauv,4442273,male,Millennial,person,US,No events,-,-,-,-,-
986,If You’re Too Shy (Let Me Know) - Edit,rock,modern alternative rock,modern rock,2020-04-23,2020s,"4,429,092",2020-04-24,April,Spring,2020,59.0,0.651,0.806,-4.842,0.0311,0.00399,0.0927,125.641,239877.0,0.386,D,The 1975,5044278,mixed,Generation Z,group,GB,THE 1975,https://www.eticketing.co.uk/asmglobalmanchester,Great Britain,Manchester,-2.244066,53.488164
987,High Hopes,rock,modern rock,-,2018-06-22,2010s,"4,426,791",2019-12-27,December,Winter,2019,81.0,0.579,0.904,-2.729,0.0618,0.193,0.064,82.014,190947.0,0.681,F,Panic! At The Disco,10850424,mixed,Generation Z,group,US,Panic! At The Disco,https://www.ticketmaster.co.uk/panic-at-the-disco-glasgow-03-03-2023/event/36005CB8B2D12F46,Great Britain,Glasgow,-4.288154,55.86087
988,Woah,hip hop,atl hip hop,atl trap,2019-11-08,2010s,"4,425,610",2020-02-28,February,Winter,2020,69.0,0.882,0.602,-5.554,0.245,0.0177,0.178,142.959,183011.0,0.43,B,Lil Baby,7816213,male,Millennial,person,US,Reading Festival 2023 - Weekend Tickets,https://www.ticketmaster.co.uk/reading-festival-2023-weekend-tickets-reading-24-08-2023/event/37005CA4AE1A39BB,Great Britain,Reading,-0.984937,51.463682
989,invisible string,pop,pop,post-teen pop,2020-07-24,2020s,"4,424,118",2020-07-24,July,Summer,2020,71.0,0.653,0.452,-11.143,0.055,0.838,0.108,83.433,252881.0,0.45,E,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
990,@ MEH,other,[],-,2021-08-13,2020s,"4,420,187",2020-04-17,April,Spring,2020,1.0,0.877,0.492,-8.11,0.153,0.0136,0.0678,151.042,166799.0,0.4,B,Playboi Carti,1251372,male,Generation Z,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
991,My Oh My (feat. DaBaby),dance pop,dance pop,electropop,2019-12-06,2010s,"4,413,457",2020-01-03,January,Winter,2020,78.0,0.724,0.491,-6.024,0.0296,0.018,0.0887,105.046,170746.0,0.383,G#/Ab,Camila Cabello,22698747,female,Generation Z,person,US,No events,-,-,-,-,-
992,3 Nights,pop rock,alternative pop rock,pop,2018-10-16,2010s,"4,411,998",2020-01-31,January,Winter,2020,77.0,0.815,0.518,-6.594,0.0897,0.223,0.104,151.891,177667.0,0.877,G,Dominic Fike,554042,male,Generation Z,person,US,No events,-,-,-,-,-
993,Stay Gold,pop,k-pop,k-pop boy group,2020-07-14,2020s,"4,405,338",2020-06-19,June,Summer,2020,73.0,0.723,0.634,-5.415,0.0542,0.0892,0.0787,129.017,243267.0,0.582,C#/Db,BTS,37151476,mixed,Generation Z,group,KR,BTS 14-17 Party,https://www.ticketmaster.co.uk/bts-1417-party-london-12-02-2023/event/1F005D89D56A5463,Great Britain,London,-0.10661535,51.53445948
994,Money In The Grave (Drake ft. Rick Ross),hip hop,canadian hip hop,canadian pop,2019-06-15,2010s,"4,403,348",2020-01-03,January,Winter,2020,78.0,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,205427.0,0.101,A#/Bb,Drake,56327031,male,Millennial,person,CA,Drake White,https://www.ticketmaster.com/drake-white-indianapolis-indiana-03-18-2023/event/05005E22B19D1600,United States Of America,Indianapolis,-86.249381,39.768343
995,Broke In A Minute,hip hop,canadian hip hop,canadian trap,2020-04-10,2020s,"4,402,281",2020-04-10,April,Spring,2020,75.0,0.929,0.7,-5.595,0.0906,0.144,0.349,120.009,132024.0,0.802,C,Tory Lanez,3828418,male,Millennial,person,CA,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
996,Eastside (with Halsey & Khalid),pop,electropop,pop,2018-07-12,2010s,"4,397,708",2020-01-03,January,Winter,2020,77.0,0.56,0.68,-7.648,0.321,0.555,0.116,89.391,173800.0,0.319,F#/Gb,benny blanco,804613,male,Millennial,person,US,No events,-,-,-,-,-
997,Na Raba Toma Tapão,funk,funk carioca,-,2020-06-06,2020s,"4,396,629",2020-06-05,June,Summer,2020,61.0,0.962,0.787,1.509,0.0554,0.666,0.176,130.003,165231.0,0.968,D#/Eb,Niack,352402,male,Generation Z,person,BR,No events,-,-,-,-,-
998,Don't Stop Believin',rock,album rock,classic rock,1981,1980s,"4,394,985",2020-06-19,June,Summer,2020,81.0,0.5,0.748,-9.072,0.0363,0.127,0.447,118.852,250987.0,0.514,E,Journey,3731820,mixed,Generation X,group,US,Journey,https://www.ticketmaster.com/journey-durant-oklahoma-01-27-2023/event/0C005D5CC1462BD2,United States Of America,Durant,-96.414088,33.952206
999,The Take (feat. Chris Brown),hip hop,canadian hip hop,canadian trap,2019-11-15,2010s,"4,394,195",2020-04-10,April,Spring,2020,73.0,0.464,0.547,-8.137,0.339,0.0511,0.155,67.003,221492.0,0.423,G,Tory Lanez,3828418,male,Millennial,person,CA,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
1000,Let Me Down Slowly,pop,electropop,electropop,2018-11-16,2010s,"4,393,932",2020-01-03,January,Winter,2020,82.0,0.652,0.557,-5.714,0.0318,0.74,0.124,150.073,169354.0,0.483,C#/Db,Alec Benjamin,2808285,male,Millennial,person,US,Alec Benjamin,https://www.ticketmaster.com.mx/alec-benjamin-mexico-07-02-2023/event/14005D559B5B2F49,Mexico,México,-99.1678772,19.4080696
1001,I'm Yours,pop,acoustic pop,neo mellow,2008-05-12,2000s,"4,391,666",2020-08-07,August,Summer,2020,80.0,0.686,0.457,-8.322,0.0468,0.595,0.105,150.953,242187.0,0.718,B,Jason Mraz,6167871,male,Generation X,person,US,Jason Mraz with his Superband and Special Guest Gregory Page,https://www.ticketmaster.com/jason-mraz-with-his-superband-and-del-mar-california-03-18-2023/event/0A005D77B5AD24F7,United States Of America,Del Mar,-117.2583,32.9758
1002,Youngblood,dance pop,dance pop,dance pop,2018-06-15,2010s,"4,390,823",2020-06-05,June,Summer,2020,80.0,0.596,0.854,-5.114,0.463,0.0169,0.124,120.274,203418.0,0.152,G,5 Seconds of Summer,7744095,mixed,Generation Z,group,AU,Fangirl Fantasy: One Direction Vs 5 Seconds Of Summer,https://www.ticketmaster.com/fangirl-fantasy-one-direction-vs-5-madison-wisconsin-02-03-2023/event/07005D6880121272,United States Of America,Madison,-89.380978,43.074566
1003,the last great american dynasty,pop,pop,post-teen pop,2020-07-24,2020s,"4,389,670",2020-07-24,July,Summer,2020,71.0,0.686,0.662,-8.505,0.0413,0.467,0.109,147.922,230999.0,0.706,G,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1004,Say So (feat. Nicki Minaj),dance pop,dance pop,pop,2020-05-01,2020s,"4,385,148",2020-05-15,May,Spring,2020,69.0,0.856,0.641,-4.64,0.204,0.119,0.427,111.004,206221.0,0.745,B,Doja Cat,8671649,female,Generation Z,person,US,No events,-,-,-,-,-
1005,WANNABE,pop,k-pop girl group,-,2020-03-09,2020s,"4,383,521",2020-03-13,March,Spring,2020,75.0,0.809,0.911,-4.41,0.0617,0.00795,0.181,122.035,191242.0,0.64,F#/Gb,ITZY,2384076,mixed,Generation Z,group,KR,No events,-,-,-,-,-
1006,Walk Em Down (feat. Roddy Ricch),rap,melodic rap,rap,2020-03-19,2020s,"4,371,370",2020-04-17,April,Spring,2020,74.0,0.867,0.744,-5.171,0.227,0.268,0.0713,84.005,173288.0,0.645,D,NLE Choppa,6608815,male,Generation Z,person,US,No events,-,-,-,-,-
1007,No Idea,rap,rap,trap,2020-03-13,2020s,"4,369,849",2020-01-03,January,Winter,2020,80.0,0.652,0.631,-5.718,0.0893,0.524,0.165,127.998,154424.0,0.35,F#/Gb,Don Toliver,1606884,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
1008,Hate Me (with Juice WRLD),dance pop,dance pop,edm,2019-06-26,2010s,"4,367,368",2019-12-27,December,Winter,2019,76.0,0.657,0.768,-4.628,0.0507,0.108,0.144,75.025,186223.0,0.759,G#/Ab,Ellie Goulding,9747805,female,Millennial,person,GB,Ellie Goulding,https://www.ticketmaster.co.uk/ellie-goulding-london-07-02-2023/event/1F005D87DCC3404C,Great Britain,London,-0.139335,51.535029
1009,If I Can't Have You,pop,canadian pop,dance pop,2019-05-03,2010s,"4,364,166",2020-01-03,January,Winter,2020,76.0,0.692,0.809,-4.198,0.0602,0.524,0.147,123.911,190800.0,0.864,D,Shawn Mendes,33893352,male,Generation Z,person,CA,SHAWN MENDES,https://www.eticketing.co.uk/asmglobalmanchester,Great Britain,Manchester,-2.244066,53.488164
1010,SUGAR,hip hop,hip hop,hip hop,2019-08-23,2010s,"4,362,442",2020-01-31,January,Winter,2020,75.0,0.453,0.538,-8.212,0.0638,0.449,0.19,122.973,204533.0,0.516,C#/Db,BROCKHAMPTON,1836564,mixed,Generation Z,group,US,No events,-,-,-,-,-
1011,What A Man Gotta Do,dance pop,dance pop,dance pop,2020-01-17,2020s,"4,360,660",2020-01-17,January,Winter,2020,77.0,0.852,0.698,-7.206,0.0629,0.00839,0.0773,113.039,180645.0,0.324,A,Jonas Brothers,5436999,mixed,Generation Z,group,US,Jonas Brothers - Live in Vegas,https://www.ticketmaster.com/jonas-brothers-live-in-vegas-las-vegas-nevada-02-17-2023/event/2E005D89EBF80D1C,United States Of America,Las Vegas,-115.175233,36.105126
1012,Make You Mine,rock,indie rockism,-,2019-08-09,2010s,"4,356,213",2020-04-17,April,Spring,2020,77.0,0.606,0.799,-4.452,0.0261,0.0128,0.15,103.014,232907.0,0.638,A,PUBLIC,165504,mixed,Millennial,group,US,No events,-,-,-,-,-
1013,Airwaves,rap,german alternative rap,german drill,2020-05-14,2020s,"4,352,767",2020-06-19,June,Summer,2020,71.0,0.885,0.578,-7.416,0.0783,0.0739,0.102,131.999,178933.0,0.388,F,Pashanim,208926,male,Generation Z,person,DE,No events,-,-,-,-,-
1014,Wow.,rap,dfw rap,melodic rap,2019-09-06,2010s,"4,351,784",2019-12-27,December,Winter,2019,80.0,0.829,0.539,-7.359,0.208,0.136,0.103,99.96,149547.0,0.388,B,Post Malone,33663701,male,Millennial,person,US,RED HOT CHILI PEPPERS WITH POST MALONE,https://www.ticketmaster.co.nz/red-hot-chili-peppers-with-post-auckland-21-01-2023/event/24005CD0A9B841D5,New Zealand,Auckland,174.8134003,-36.9199905
1015,Kill This Love,pop,k-pop,k-pop girl group,2019-04-05,2010s,"4,341,050",2020-06-26,June,Summer,2020,76.0,0.763,0.835,-5.234,0.191,0.323,0.225,131.875,191050.0,0.645,D,BLACKPINK,23848461,mixed,Generation Z,group,KR,American Express BST Hyde Park - Blackpink,https://www.ticketmaster.co.uk/american-express-bst-hyde-park-blackpink-london-02-07-2023/event/37005D5494BB2904,Great Britain,London,-0.165708,51.507432
1016,Solitaires (feat. Travis Scott),hip hop,atl hip hop,pop rap,2020-05-15,2020s,"4,334,669",2020-05-15,May,Spring,2020,67.0,0.691,0.632,-7.598,0.0513,0.122,0.0646,169.982,205666.0,0.488,C#/Db,Future,10491105,male,Millennial,person,US,Future,https://www.ticketmaster.com/event/Z7r9jZ1Adjx00,United States Of America,Las Vegas,-115.147301,36.085701
1017,Lights Up,pop,pop,post-teen pop,2019-12-13,2010s,"4,325,411",2019-12-27,December,Winter,2019,75.0,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987,172213.0,0.27,A#/Bb,Harry Styles,16127908,male,Millennial,person,GB,Harry Styles Love on Tour 2022: Kia Forum is Harry's House,https://www.ticketmaster.com/harry-styles-love-on-tour-2022-inglewood-california-01-26-2023/event/09005CA4FAB98C0B,United States Of America,Inglewood,-118.341868,33.9583
1018,Lose You To Love Me,dance pop,dance pop,pop,2020-01-10,2020s,"4,322,088",2020-01-10,January,Winter,2020,81.0,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459.0,0.0978,E,Selena Gomez,28931149,female,Millennial,person,US,No events,-,-,-,-,-
1019,Suicidal,rap,melodic rap,trap,2020-03-13,2020s,"4,320,116",2020-01-24,January,Winter,2020,76.0,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857.0,0.273,A,YNW Melly,6332535,male,Generation Z,person,US,No events,-,-,-,-,-
1020,Girls Like You (feat. Cardi B),pop,pop,pop rock,2018-06-15,2010s,"4,318,772",2019-12-27,December,Winter,2019,66.0,0.851,0.541,-6.825,0.0505,0.568,0.13,124.959,235545.0,0.448,C,Maroon 5,32279979,mixed,Generation Z,group,US,Prague Rocks: Maroon 5,https://www.ticketmaster.cz/event/prague-rocks-maroon-5-tickets/45801?language=en-us,Czech Republic,Praha 9,14.5238,50.13177
1021,XO Tour Llif3,rap,melodic rap,philly rap,2017-08-25,2010s,"4,314,080",2020-03-06,March,Spring,2020,82.0,0.732,0.75,-6.366,0.231,0.00264,0.109,155.096,182707.0,0.401,B,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
1022,How Do You Sleep?,dance pop,dance pop,pop,2019-07-19,2010s,"4,313,625",2020-01-03,January,Winter,2020,76.0,0.477,0.682,-4.931,0.0925,0.153,0.0763,110.567,202205.0,0.345,C#/Db,Sam Smith,17097317,male,Millennial,person,GB,Sam Smith,https://www.axs.com/events/461439/sam-smith-gloria-the-tour-tickets?skin=gassouthdistrict,United States Of America,Duluth,-84.0907288,33.9869191
1023,Pretty Please,dance pop,dance pop,pop,2020-03-27,2020s,"4,305,034",2020-03-27,March,Spring,2020,67.0,0.906,0.474,-6.124,0.194,0.0311,0.286,106.976,194607.0,0.656,C#/Db,Dua Lipa,27167675,female,Generation Z,person,GB,No events,-,-,-,-,-
1024,Still Be Friends (feat. Tory Lanez & Tyga),hip hop,hip hop,indie pop rap,2020-02-07,2020s,"4,299,422",2020-02-14,February,Winter,2020,76.0,0.803,0.759,-4.692,0.0494,0.00509,0.0921,104.0,213308.0,0.284,G,G-Eazy,4894656,male,Millennial,person,US,No events,-,-,-,-,-
1025,changes,rap,emo rap,miami hip hop,2018-03-16,2010s,"4,299,334",2020-04-10,April,Spring,2020,81.0,0.669,0.308,-10.068,0.029,0.883,0.0984,64.934,121887.0,0.52,B,XXXTENTACION,29566516,male,Generation Z,person,US,No events,-,-,-,-,-
1026,Suicidal (Remix) [feat. Juice WRLD],rap,melodic rap,trap,2020-03-13,2020s,"4,296,154",2020-03-13,March,Spring,2020,76.0,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857.0,0.273,A,YNW Melly,6332535,male,Generation Z,person,US,No events,-,-,-,-,-
1027,No Time To Die,pop,electropop,pop,2020-02-13,2020s,"4,293,009",2020-02-14,February,Winter,2020,75.0,0.38,0.219,-13.273,0.0358,0.917,0.0827,73.537,242265.0,0.0517,E,Billie Eilish,47061119,female,Generation Z,person,US,Billie Eilish Estacionamiento,https://www.ticketmaster.com.mx/billie-eilish-estacionamiento-mexico-29-03-2023/event/14005D548BCB0A5B,Mexico,México,-99.095618,19.405199
1028,I.F.L.Y.,dance pop,dance pop,electropop,2019-08-09,2010s,"4,284,951",2020-02-07,February,Winter,2020,76.0,0.812,0.519,-4.823,0.0385,0.379,0.13,104.954,165714.0,0.554,D,Bazzi,4421378,male,Generation Z,person,US,No events,-,-,-,-,-
1029,Level of Concern,rock,modern rock,rock,2020-04-09,2020s,"4,252,898",2020-04-10,April,Spring,2020,72.0,0.754,0.583,-7.34,0.0432,0.32,0.144,122.012,220051.0,0.77,E,Twenty One Pilots,20829526,mixed,Generation Z,group,US,No events,-,-,-,-,-
1030,Cradles,pop,modern indie pop,-,2019-01-04,2010s,"4,218,201",2020-03-27,March,Spring,2020,73.0,0.534,0.589,-1.865,0.325,0.256,0.176,78.616,209829.0,0.632,C#/Db,Sub Urban,908351,mixed,Millennial,group,FI,"Suburban Hypocrites, F'Cough, 40 Dollar Mike",https://www.ticketweb.ca/event/suburban-hypocrites-fcough-40-dollar-the-park-theatre-tickets/12783935,Canada,Winnipeg,-97.13167,49.86225
1031,Blanco,latin,latin,reggaeton,2019-11-15,2010s,"4,214,147",2020-03-20,March,Spring,2020,66.0,0.87,0.706,-5.395,0.126,0.0253,0.0872,100.013,145800.0,0.593,A,J Balvin,29067437,male,Millennial,person,CO,No events,-,-,-,-,-
